,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
MG63,-7.078626503530889,4.741185154830467,-1.9029214064104114,1.3253856703331721,0.3333492825865208,1.22713065586905,-2.0001119672211867,-3.0713084942282998,2.1884429858514007,0.6386093956500121,1.7990306473351916,-1.0993604312831786,0.563140494550084,1.1675330732647164,0.030895149476108864,-3.134163930136577,-1.277602039367213,-1.0870628528949786,-0.9620199454595936,-1.9971683186108087,-1.3589208272172373,-0.3887867481747189,1.3255056844378974,-0.8250569975358204,-0.22754702373942473,-0.7484433358837153,0.5972589386278562,-0.48428551855268304,-1.194704803526422,0.05146279058536616,0.2446692699038439,-2.166140176424279,-1.8425848439209604,1.5155020029371566,1.1254095143131804,0.6314009870848984,-0.44991715365810736,-0.18232227158065348,-1.318971878439135,0.7572601733235245,2.985813099350282,0.5318897792451054,-1.7839632968569414,-2.2795149630805027,-0.2465730981416999,1.8992620963304037,-0.02867840376684442,2.3389494500992165,0.7392199547846571,-0.9890284174604509,0.9292024504092349,2.5261337276525015,-0.16472731374185112,1.157866738917364,0.17276530330182743,-0.7041976147017998,1.3120390169155243,-0.6766667488853988,1.6342581427210519,1.6631442916099237,0.7651782142643248,0.04247907520201918,1.0714307945735058,0.9968221564392947,-0.7365313364754802,0.41929263562859975,0.15742799565161272,-0.058588996384670126,-0.8584270514394285,1.314245448140908,-0.3004812889130633,-1.3142915866771818,-0.9554434949266155,-0.30559449715999143,-0.72309737511685,0.1535426909614397,0.778328196036882,-0.2016310483792386,-1.755802866958959,0.3914177931039783,0.9546987721958496,1.2250276976743164,-0.7954066031713851,0.31857474384214235,0.09044048669781395,0.1669390427902389,-0.7105614515253038,-1.3710899111236807,-0.34867075070876696,-0.19475382082622592,1.1411032356184052,0.8676005310164274,0.3317538051471732,0.011909531500927288,-0.205574857847091,2.2557012857379664,0.06993829381055872,-0.2144266203672119,1.710014352592166,0.17486325963113053,1.742772930943018,-0.2682121470144033,0.28355486298775195,0.1110131176493931,0.9750804296709428,-1.5055012690015686,-1.0608936677513576,-1.1468306400397066,-0.8032107920924405,-1.3148257388769578,-0.18290034213771933,0.004255795984089355,0.15559844225643338,0.8343271180269796,-0.606872118751505,-0.30660403774302486,-0.6881027404898103,-0.8990498432089611,0.24522951509781699,1.8818098558267373,0.1599278660980267,0.28565561561101743,0.17133597621520025,-0.2611604364732594,1.0274407657631108,-0.36439112312358257,-1.7201343859008142,0.22787297575347398
UMRC3,1.1088747329666842,-2.177045530459625,-4.444787434209649,0.9349634222807844,1.7749530434103094,1.0216755659817374,-0.6450807115378215,-1.6581847437028714,-0.4618789266606031,0.19338081819438513,1.3515494761952878,-1.122626236705842,-1.5093972356110412,1.0804196445463674,-0.5277913175562288,1.8433930948639856,0.07049478220762803,-0.028231944980893615,-0.10118975692556872,0.4531914951411123,1.8576236504054957,-1.2086489260067923,0.21478755789173173,1.1101825802790266,-0.24746194946775588,0.2537189511509736,-2.1292083208860886,1.6110007404529743,-0.2794253247963483,0.6980787524068818,-1.1481539400866387,0.8918709140436192,0.0901510953079619,1.0236138674534154,-0.641343533079197,0.6711235994544617,-0.8204500729482712,0.21814583943243435,-1.5966504862991602,0.8569858269764103,-0.767684219748604,0.578195069324438,1.4052938331599039,0.502076041244207,-0.3031816489999443,-0.3910331579384985,-0.9354598847230698,0.042972514395712556,-0.045134744857656395,0.5493433661076195,1.1676265847630267,1.1047063590798263,1.3400570293242664,1.3950917859078935,0.794259642609419,-0.8624117797387014,0.6575506430672775,0.22700328469650533,-0.29114801727629636,-1.3419395668765401,-0.9391793926766046,0.3888302577643408,1.0116987441112233,-1.2376663715036809,0.6141715628401043,0.033245212475590466,-1.021467641237025,-0.2055514634259538,0.561317887220304,-0.8207600991782856,-1.1612768439522156,-0.08484111138123043,1.054362187917645,1.0017979286263048,-1.1026204482518815,-0.699447528640503,-0.4315088764531738,2.2602149239709957,-0.6869385503501136,-0.16538350270633317,0.36397449832716033,-1.4439665487300417,-0.5149739603232439,1.016150426886504,-1.3169462763509854,-0.1985689434135553,-0.36455518366371487,-0.46514643502302294,0.6382816733640284,0.851225750635841,0.5820388637965384,0.5628105878991795,-0.4459786231915798,0.5522535178179955,-0.45958025404987674,-0.1400551524726439,-1.7573617105960169,-0.5385058658453604,0.6587594013505824,-0.792337833318768,-0.0177990595558276,0.2939164410532148,-0.003077784682243406,-0.33912128355144416,0.625000924222387,0.02150831742034435,-0.470580555940926,0.05971132551926113,-2.0618813360695776,0.5840637018659358,-0.3731367469093035,-0.2616169870537226,-0.35345690359951215,-0.7084125164884773,-0.15358286069654467,-0.35829556739623564,-1.5298665358679393,-0.16399775142763784,0.6905587739516612,-0.010012756669205172,-0.3855023016822358,-0.7923677220453204,0.5551083532335124,0.3222950003832821,-0.3680482188238247,0.8341353885847619,0.3287039244745507,-0.8934549928112488
WM88,4.381660939627904,0.3429876670074883,-2.8142091499557407,0.5000732246452957,5.821026337666047,0.9539699732181134,-2.29617674825936,-1.190059733297992,-1.2959736475317187,-0.4708909500144276,-3.514940539045058,0.4517616925000538,-0.9640117829588695,1.3407325376989485,1.7731860719208177,0.2261078005867364,-1.9896448983902244,1.168971355244723,-1.5862683554181545,-0.7945349604971494,1.4138058869887065,-1.3981790710791544,-1.0020901630586763,0.9707054731722964,-1.044284902521583,-1.6912588693203605,-1.5311263435596585,-1.0133862265288738,0.08069609695168581,-0.35385081829034104,-3.198840859252267,-0.34189630359136153,-0.8148412722065473,0.016256500638746868,1.4126777099027052,-0.2743830099926092,-0.7876476755820344,-0.16442743001368698,-0.480312018858859,1.830756200290399,1.1143872397417642,-1.6742299465730632,-0.07367927508827493,0.6215079884705567,0.1900778665195288,-0.3529915872469739,0.6360801312908845,-0.3994461466684778,-0.20968523866451863,-0.24743983794272992,-0.14921474658220335,-0.5880275269575038,0.0739197777302624,0.11426418788860725,0.29389889573363864,0.7762235432886684,0.05048095110861953,2.4222289428665094,0.2915224334409683,-1.5878540649050885,-0.03111899813899416,-1.0817584541705831,-0.25249956581000765,-0.3998553095769956,0.49883093748142804,-1.2733178060856272,0.9209606373843108,0.6016477269130077,-0.2860409430458895,-0.575049531815135,-0.21700121244544643,1.295911328448703,0.2676135523247844,0.7945937912649318,-0.6397465708268624,-1.2401623452566588,-0.2631431661228476,-0.759292834581628,1.35389259182427,-1.0561087368684139,-0.7324383396789047,-0.13992701784967707,0.7359120646601126,0.007123854129338343,0.4878707108359025,2.942102576145429,-1.1316244475354043,-2.2355434013510687,0.020278014449522694,0.13519702033842845,-0.5952917560269644,-1.4536160538718121,-0.7840661786396261,0.7896279442952225,0.8063853758392847,2.8922565942283174,-0.29586785284507244,0.1014000566779058,-0.1681959755306784,0.9190330836662555,-0.5026787635634014,-2.0784016910679095,-0.882793151762826,-0.8475135643289169,-1.3328461251002697,0.26404387216847336,-0.07001662753578705,1.9620406428676607,1.1283028752001338,-1.4037842144441373,-0.5735464654700574,2.001288776453253,-2.3287805697348216,0.8738457791201262,0.5398897103657697,-0.27123489615183055,-0.19331205318213465,1.0253006388750947,1.2101656521507584,1.9397851977998666,2.804716101722432,-1.8015158387002286,-0.5907320981013774,-0.6389264982547915,0.1073703213433801,3.145798845822869,0.9669439580305506,0.7897339103932954
ICC137,-4.85255335076621,2.0956872305875995,5.38870240541997,-2.469242174366486,1.2634435345615183,-0.3740140665433716,-1.4547942802622482,-0.34475072943071067,-1.1945851482524688,2.357872994767308,1.138399950766139,2.9185478870970383,0.195602229847459,-0.31304278296294,2.6365978579986566,0.9140149642242742,-0.8128505644764029,0.7750798272573364,-0.857827223592671,0.42042039876127646,-2.9856966251175896,-1.888415719350132,1.4099011721412995,3.4012891230108466,0.6518666866172993,-1.8509657351628164,-0.7615431517430467,0.2557938908161352,-1.3039980970566432,1.1722016275634948,0.5291210471618149,2.8689229434979886,0.6668271966214151,0.4204302059527587,0.7547559192077277,0.11124166529345193,0.4301492176935503,-0.0026034540639452955,0.9979748428606608,0.09695927144639996,0.3522929675323708,0.7050787036166292,-0.49859758350100913,0.37395409600194013,-1.2425322421013567,-1.6476752832223016,-1.2471602321801762,0.09017199808342773,-0.04374432018558831,0.5219233840017746,0.09344256177785813,-0.09718190662463393,0.3630410859712477,2.7944093073350005,-0.017243243249321583,0.45834781549374815,1.9682096956908925,-0.37457901451708764,1.2280468806069038,-0.3909624038048975,0.7106796262607877,-0.31795776439644785,0.40203299887845684,-0.2631367808503908,-0.0912246710530162,-0.7163984346355298,0.9870188431033635,0.05369743903030357,-0.18559831429391896,-0.0481502311315284,-0.7989658519489307,-0.05417040459621083,0.42007147770715597,0.02764385967540698,0.8376460480432205,0.26343836693524675,-0.24878605203883283,-1.4496800750096044,-1.0438927925484665,-0.019844259841786494,0.53628099187131,-1.4464193364973816,-0.2916079184631474,0.7149732968454654,-0.16494408222992724,-1.5945249272906088,-0.6558283712683601,-0.9289721203545918,-0.04521881894250603,0.39236591369554474,-0.3105414998944429,0.5089462283033777,-0.05400762750351506,-0.18839375631460312,0.009341259768184356,0.8338288195373279,1.191690507282746,0.5583366575107225,0.8068042272944241,-0.254513413447457,-1.1395919268844277,-0.8193653121257214,1.1004646839498005,-0.5449794535105165,-0.05078934948116042,-0.8276241258479609,0.5823704219842297,0.13314529348648685,-0.9568720878472915,-0.3261676734209781,0.324505930346137,-1.3340036102540533,-0.37796378488306165,-0.02990652008222439,0.301131126679737,-0.7894371912795837,0.5330294648391842,0.4262299057895786,-0.8235646507082853,0.25970487034934736,-0.351261837052171,1.27353655411726,-0.272887013069617,-0.8497642888469652,-1.2881475407530254,-0.594020956077578,-0.15294835428021203,0.1886889847889195
LPS27,-10.36043792342935,0.4828471973040206,-2.212168832014549,2.2060162205974456,2.193783108703339,-0.5130990434589117,-1.8813650852489276,-1.0607112360069084,2.790207901836688,0.03692688237290351,-1.1625653513837224,0.1817588173172965,-1.600828367760155,-0.12388911457367209,1.5909181691937353,-0.3679958482087872,4.284333460596494,0.8964479526482511,0.651204602815573,-0.46053158254469834,1.3790649461726265,-0.30559608324646925,2.308760481928592,0.25568447368531555,0.16745057879273417,-2.8347923936657375,-0.09502768916049055,0.05516096585010543,0.3098368221529922,-1.5317948659397154,1.8498519689178485,2.50546645818441,-0.43232336789272996,-0.760382021283388,0.31207879765848867,1.0578789683035834,-0.8392258774193911,0.877520243280037,-0.05091143467288347,-1.2124130875071317,-0.28209206391066316,-1.5291399138106045,-2.1041698469113825,-1.9567085427287423,-0.4333948850044172,0.6621504728319709,-1.6046462662489305,0.49250608897067555,2.56919083174147,2.643983574727139,-0.5802445303204985,2.0963693504651397,-0.018814656876185495,-0.9387621544168332,-0.6487324375732212,-1.1681079121738527,-0.33391320423373555,0.24274105976680957,0.1896511577774848,2.0968169199164017,-0.5303582978283897,-0.3066614790544084,0.5106220860455952,-0.1071150532262685,-0.932774455746341,-0.7243033496406758,0.39380258660649864,1.0582152157241225,-0.3656910079572036,2.1508585225490995,-0.8745228075643452,-0.30807541857236437,0.40382786080894767,0.7921280444832962,-0.861074510634533,1.0825224029614453,-0.2629846171648603,-1.8167899167118347,0.24153152451862434,0.1912344460145361,-0.5194426417870618,0.022663062889682145,-0.3587870764101302,0.3253984009389262,0.2401120710758854,0.2713757169988446,0.8099805875720857,0.5057770741519525,1.1983181576337263,0.6108353379821251,0.13136007366896676,0.2083516373043073,1.4412862226337937,-0.23781182063451733,-0.43665268044465094,-0.8509336264228704,-1.0063906836320073,-0.9082943234605139,1.1835849896152946,0.2032999067948431,0.5377030476312776,-1.4944195919746006,-0.6238234247845986,-0.3869943715241916,0.9301547914346808,-0.23410054267883937,0.7106726884535355,-1.075813785017892,0.9611167714587945,-1.0860888229002512,1.1504090313480397,-0.811765144046803,0.020253024729423006,0.11611001648915079,0.28344099599040434,-0.4951659614530428,-0.024387850950648843,1.3131296050069947,1.2783221166317,0.10041346859820387,0.42127380189751024,-0.311967196534581,0.33312111200665584,-0.6891849519720521,0.3951799522031681,0.528642558811512,-1.6387525404363188,0.7408785039427263
639V,-3.506981519044621,-7.649106112065154,-1.141084136128078,-0.3530184299079675,-0.1910617150293263,-0.5385871731121495,-0.8931956397556757,-0.9176781237961884,1.1924422115537088,-2.1048769839144734,-0.8003917890817428,-1.0392201339245013,-2.4986600007342683,-0.1015661570644476,-0.37466870218304005,0.9612266156141406,1.4062774051171634,0.7010871883514137,0.9807379275676018,0.49152888917913257,0.31962094964298704,-0.9124812935579668,0.034918328236808786,-1.2993253424986186,-1.7533738380493777,0.6512846576237811,0.24825741761485978,-0.2887713094630248,0.6937826705358685,-0.26602012539523834,-0.6849100744392602,-0.44750945473267134,-0.011274014773682634,0.7978206870260948,0.4403649016823551,-0.7150564126303055,1.0753343431914202,0.22761105495353554,0.6803963725767382,0.19270285963596778,-0.7237368661173944,0.19260438630921656,1.3289133550909338,2.346300247046682,-0.45155037079558763,-0.6199216344476904,-0.2116740292650299,-0.8652091876995235,0.009009325007450818,-0.18048165512252984,0.3165172875304354,0.5525676374538497,0.20779482987295161,0.9334517460421387,0.5029994439842722,-1.3018196993688487,-0.9667866216468048,-0.1280312757134235,-0.762441930378145,-0.18468033400587922,0.04649572454630645,0.8218391848624268,-0.18234781829488775,-0.28235357733096206,-0.17305246705278926,0.24817428235889807,1.0470164158878603,-0.11953491770329354,0.31481184686842045,0.20622848004821934,0.44277928810925143,0.9081368214001068,1.0013786157973534,0.48122579866625903,0.416049303748152,-0.4250932294973506,0.22352572336031662,0.0901569820158688,-1.1861124532215146,0.6775356392755859,-0.3482064875940772,0.008655536266177145,0.7350564091633245,0.5033523329465738,0.5728471870529208,-0.7975578151875795,-0.32679332445890863,0.2455303741211699,-0.8362213653769255,0.3542442424972764,-0.4232177796662328,-0.4011721463594211,-0.4704228584352461,0.9326905144340927,0.048738099051164226,-0.5477639892069734,-0.6050482318389709,0.06082486918737142,0.48321827619337115,0.7097138697212639,0.7700518690066714,-0.22594426646815616,-0.08078441042669456,0.3265513952714234,0.3569759241163534,-0.7865775475415893,0.6383393649270128,0.09257827149245221,-0.2811997791442051,-0.05583329074059341,0.08974287167884948,-0.7013162422932665,-0.16744765460173164,-0.20040700252348875,0.8195799278761341,-0.20296944586055699,-0.38590941674839613,0.20546330308625352,-0.14620309662531664,-0.38526723896937226,0.26265517832521923,-0.40974746043169896,-0.265626893222489,-1.1223898600328701,0.45407135523538894,1.1609559480080436,0.3892234018368115,0.44665476047356056
CAL78,-11.069020956790572,0.9919606429231502,-2.186414218319053,2.4416737654804277,-0.7462837746031182,-1.238512414044792,-1.2911472656344525,-2.4058994997800296,2.3700830190632667,0.849338419425975,-1.878487283949002,0.04381139809890392,0.03373554333712857,2.2939316143744692,-1.011323699216544,-2.7325382526515805,1.1790611378825302,0.6371380704806846,-0.17196704179390576,-0.6093325895718548,0.28800122769170766,-1.8784725694527589,-1.2083953982425402,-1.5155016288316765,0.555676898779836,0.9099533363533421,1.4629913640632315,-0.7855185952868597,0.6339348166374715,0.7342456008897704,-1.205485898145929,-0.9667708738195274,-1.7545552614095468,-0.9437316281266714,1.2591872469355507,-0.376436508282527,-0.6361425586556295,0.8029613717059502,0.7722406158100921,-0.6236648310734185,0.019370007628890414,-0.014765316748373725,-0.4700568986978361,0.9070876102005537,1.0197693103467096,-0.09918467776816992,0.8205901621193885,0.8292415757136499,-0.9476000524524466,-1.3944601250833941,-1.2438518413405542,-1.035993247935317,-0.18318421312531658,-0.050862700499018025,-1.9114048963060581,-1.0583657691714745,-0.49922803101938723,-0.2529732985821069,0.300012182927147,0.31804254150294065,0.13931401665769827,0.05037816095185879,0.4425677066684981,0.61643437668174,-1.14342221040114,1.0638220866752903,-0.2356476735246613,-0.567939021051514,-1.104448322709135,0.9979460451250519,0.6778939327495531,1.0151767134755196,-1.0454179852075252,0.03771404722822579,1.1229540703194936,-0.7662114048903548,0.32113759246339124,0.21528149848088118,2.1395072887755124,-1.3245817283170012,0.5738538733934447,0.24645315914189597,-0.4322177862233265,0.44273820641158523,-0.7363433616524276,-1.850326324171763,-0.6642903570105299,-1.4623699778254629,0.9313706909930386,-0.7706096904294866,0.48246357070778706,-0.48043319751700503,-0.47906852311798337,-0.42350572382781193,-0.7735209043035226,0.12174522225446563,-0.051521993635436046,-0.08514041820589957,0.09969673406505904,-0.977067941705603,0.1886987772729441,0.3661048888215763,-1.5502924480451525,-0.6315895573474285,-0.8347236183197762,-0.2432521119491369,-0.5974930243651967,-1.5791943140136602,-0.8921459010215548,0.844450050301877,0.9569919130876848,1.5846598603714024,0.061205646815234216,1.4272582871466546,0.5429777762494002,0.2991746632152378,-0.34164394879185356,-0.1030147444202237,-0.3627908161878562,-0.02077623850379483,0.08854966191989364,-0.43072141398466285,-0.5437753173874891,0.4763525433297736,0.801411192629101,0.939233034397606,-0.29217427949197544,-1.0798548674731034
SKMEL24,-9.198523987648194,2.81710115545253,3.365474723671903,-0.5553043210435038,-1.4449137239693814,2.2202960948545423,-4.071735707012525,-4.501799497779068,-0.7990815176302963,0.466720102032579,-2.2881633167522857,2.2784168417038235,-1.3677519756634515,-1.6332974912768847,1.9434865937792913,0.4694077505165401,1.4384367351405123,-2.0945258885554225,-5.50830121884998,-3.555049538442333,-0.18793962485071006,-0.7092859612926622,2.568332788362509,-3.0313756247953387,-1.6062891141979618,-0.7065508945856611,0.5042508404470903,-1.0422164736498118,-0.7411904427929162,2.852077916611902,0.7336527617621579,0.48739068472708047,-1.0402446868156792,-2.440808443763803,-2.814526580425379,2.713804279480484,1.9613975210828662,1.5469621134954086,0.05965128218564751,1.8601916455449365,-1.9169446621855037,-0.08640938953544829,1.5100798861272395,-1.252482855792762,0.7537403456484966,0.624064214635771,1.330020790939724,-1.3047227587106058,0.5523684341274956,-0.49362625768549057,0.6647245706828724,0.14649982087137925,-0.9275032520865693,-2.8918417902218625,2.939490424485901,0.39225660656106914,-1.3548398191742215,-0.7757172208612891,0.5485607547074671,-1.6111588904251546,1.3843426494000213,-0.07839902016539979,-0.23996541858915768,-0.6778724989974783,1.1672077952238067,0.7105340237332237,0.7154543484319332,-1.4058156066263925,-0.9947332198997746,-0.037608814952497724,-0.31318425573473246,0.6161471148231504,0.5737886090222514,0.44718204653114263,1.4441495909949775,0.3564099200258166,0.3788321872060228,0.26271396408318326,0.18753860071959086,0.35830510202938565,-0.8718989180670086,-0.7397297463645165,-1.1250050214811664,0.9797842802301232,0.5666963110647104,-1.0725821905987947,0.3783773744310471,-0.5573712694334505,0.43133462673102174,-0.5054094594519308,-1.0023675206487577,-0.4467671209057739,-0.49646801912384453,0.09249304558683007,-0.38757859823321306,0.4947432987450808,-0.07595901684653528,-1.045181272303432,0.26986927124590476,0.13331126905440382,0.034794124430533764,0.4529070817373126,0.2519678924627449,0.3114176399779268,0.2728510549985976,-0.27613666493746686,0.09707611416922816,-0.44068769644359995,-0.43378908015935014,-0.6289098488905533,-0.19485864431199865,0.18757237774004606,0.11629129586369963,0.29571121385435,-0.7396825644424895,0.16442708411558216,0.04141140318125571,0.6911231488736456,0.046902323511375105,-0.6643222874175042,0.15010984754061546,0.207516466497129,0.7765581668685413,-0.26599144316836243,0.4458396980874005,1.1102330145231376,0.2969225046479324,-0.06352768215436641
HSC4,-2.5828552368130984,-5.035034318827149,-1.308111655940471,-5.9702772620009785,2.67742389457784,-0.1294468380421501,2.0517759288552266,1.7538565389791463,2.217728507111487,0.6806182037686168,0.7675718208389034,-0.8596863460993479,-0.056332623883014944,-2.1692129615929265,0.17599912497567782,0.032748650406672526,0.8344127779978354,-1.2848368890775719,-1.85925017522025,-2.9001225294800856,-0.9101942873330863,0.8775577012800194,0.6118743196104713,0.9051480102530323,0.9154487725886838,-0.04466535081597535,-0.029720719388770002,0.238659979914058,-0.6168116334502145,-0.7393131189600706,-0.6623112629625282,-0.44276970928131126,-0.26667293812447834,0.7722387922648781,0.09695530457573959,-1.6845068387588245,0.07546865019849791,0.5875720557693754,-0.39198890947025794,-1.1778965467842861,0.2880417363704039,1.3324424303402844,-0.10147833669831248,0.4629723001544427,-0.03592611306119623,-1.024340013001968,0.40571306040792443,-0.11841386444864728,-0.8799729641563169,-0.537784599523002,0.9183829007291822,-1.0277901008035042,2.0709204780535275,0.24080782174340457,-0.746996736527074,1.1473622276258078,-0.29503677794816624,-0.4101730140116219,-0.3157763307631075,-0.6077509403648907,1.208621545493455,-0.30479726206068214,-0.12287572743067583,-0.20251330923379743,0.3836373916927897,-1.6793797029249449,-0.16243597460374878,-0.1173261541029668,0.27311266972121717,-0.15181457838194473,-0.03927700466695032,-0.5859433195669983,-0.47171161375083326,-0.24420100769783443,-1.406806673599454,1.9061563167916449,-0.08166785445916032,-0.23341736184039338,0.2246044213258033,-0.0802736290156139,0.23582195150566101,0.5399387508651328,-0.9238385963346873,0.8982388643889443,-0.9364040824077028,-0.3769637401645183,-1.0393891405904567,0.4979247481888455,-0.06218676550880146,-0.6379766938600869,0.9313024166309557,-0.8915652362743559,-0.06970339947153643,0.0015321157613887395,0.33306575525084586,-0.018446390809099635,-0.08370993168904853,-0.7102375706355342,-0.46117487370227317,0.6477770001395813,0.23513596509509835,0.8787511034923051,0.38183072569245513,0.8521023889440634,0.1428255052615128,0.16183397583960307,-0.16366506776263648,-0.10264207414669763,-0.7295286021322236,-0.5441186395771163,-1.0001108867446429,0.5023067944520407,-0.5884244912172384,-0.3612881441247426,0.23964402230381274,0.4145960864972038,0.15813702357941944,-0.2659185106814909,0.4844105527963545,0.46600299394111727,0.07496666729093818,-0.5572871455567074,0.41793673633929473,-0.1043487512264284,-0.431211543367571,-0.5225140314192585,-0.20504237787674867,-0.41510691083232465
JHUEM1,17.921930470455198,9.26385816597763,-5.4535099475734174,-4.309379693587957,2.9132322235630856,0.4452016034586789,-2.9314056893975664,-0.3174201445062594,-1.2852629743802086,-0.1324994159873618,-1.9102959834961288,-1.184760203149374,-1.0247246318686531,1.472312220309501,-3.4341751304309263,3.00451994569795,1.3283214334008733,-3.3658075038135276,-1.7008543080089538,0.07339681708026584,-0.30958817553598267,-0.7010696738593474,-1.5036412935548626,2.0423076895816843,-0.7393866987084157,-1.8177658067597946,0.33138237374997176,-1.007042381071208,-0.05957883712498929,-1.3258331862875634,0.1481092699418967,0.937183287267626,-2.143191780236938,-2.215628613222177,2.0420982016376588,-0.41579453290792007,0.6699299945411243,1.8226219972014723,-0.005746145206433848,-1.2202903028331749,-0.32508626249573985,0.3009739858001705,0.6916492570960661,-1.8944548588906345,0.2696944780153592,1.141350603907665,-1.3734883068415429,-1.3385381056147936,-0.8725935239748724,-1.2580406775204491,-0.030299997768439065,0.9622251711188553,0.15492334163897165,-1.617626132982064,-0.29110401088336785,-0.7838349367699806,0.025119899232044662,-1.2022601815474243,0.44258884388945574,0.5357905909807918,-0.1769821810705321,-0.555880351752732,0.007632071354086396,-0.6135587088581022,0.8876609331931107,-0.5064473028926771,1.1307257772469854,-0.17070101591926548,-2.1037583861490816,1.1593417771238526,-0.48213143733973046,1.0769595545810893,-0.39707827840677873,1.0569119818462174,0.35312681608746627,1.5107671414593358,-0.6172288674652646,1.052001036133061,0.13435130261991024,0.4949613728188669,-0.04967277055555339,-1.5553894930059664,1.0160363502328629,-0.9918816306423588,-0.5115409976346146,-0.49119059141378774,-0.7915002281202401,-1.375905436849258,0.016330205496373647,-1.0329831231635644,0.6128432085156307,-0.010668298386309732,-1.1085861199166185,-1.0524933792725018,0.5895167068834892,-0.8330312413423389,0.46185380471887805,1.03787085161073,-0.6464890275552048,0.13193155672358062,-0.20544842011920272,-0.7461301013710564,-0.25058626918123406,0.3532659561927254,0.6923404690041453,0.3377186815366065,-1.2934995779015395,-0.4859118347701455,1.0780004597373982,0.978658335407623,-0.5251721240068101,-1.7187361068230522,-0.25978259555787003,1.0784540429787277,0.5177234104905164,-0.016257476400545617,0.4002610641970605,-0.6080863438435609,2.0686747661734097,0.524700985828824,-0.32156185964022105,0.16642278002378738,-0.46825005688716903,-0.325848085489664,0.8939375670401342,0.4815856236896039,1.7910538897021198,0.23599055104858271
